"","temp_K","deriv"
"62",304.505,0.081519230769198
"149",305.508,0.000418743768693924
"226",306.506,0.00396793587174352
"289",307.511,0.00353233830845753
"345",308.502,0.00393541876892034
"397",309.5,0.00420841683366737
"447",310.507,0.00536246276067525
"495",311.507,0.006
"542",312.505,0.00581162324649304
"589",313.51,0.00606965174129356
"636",314.51,0.0065
"684",315.52,0.0065346534653466
"732",316.511,0.00746720484359202
"781",317.503,0.0085685483870971
"832",318.504,0.0087912087912085
"885",319.518,0.00996055226824448
"939",320.516,0.0111723446893789
"995",321.511,0.0118492462311557
"1053",322.514,0.0130508474576273
"1112",323.511,0.0139618856569707
"1173",324.515,0.0146414342629487
"1234",325.503,0.0158805668016195
"1297",326.511,0.0166071428571422
"1360",327.514,0.016849451645065
"1423",328.512,0.0177454909819641
"1485",329.504,0.0178528225806448
"1547",330.502,0.0188476953907818
"1609",331.505,0.0185742771684948
"1671",332.515,0.0194356435643566
"1731",333.501,0.0194117647058825
"1792",334.508,0.0202581926514398
"1852",335.507,0.0200500500500496
"1912",336.515,0.0203273809523813
"1971",337.504,0.021223458038422
"2031",338.516,0.0206126482213439
"2090",339.512,0.0206425702811249
"2149",340.509,0.0215045135406216
"2208",341.506,0.0219057171514553
"2267",342.501,0.0209145728643216
"2327",343.51,0.0217938553022791
"2386",344.505,0.0213366834170853
"2446",345.511,0.0213618290258455
"2505",346.502,0.0214026236125118
"2565",347.504,0.0200499001996006
"2625",348.504,0.0209900000000001
"2685",349.508,0.0208266932270924
"2745",350.514,0.0192047713717688
"2804",351.5,0.0194726166328602
"2864",352.503,0.0185443668993023
"2924",353.507,0.0188147410358563
"2984",354.508,0.0178821178821182
"3044",355.509,0.0174725274725269
"3104",356.515,0.0166103379721675
"3164",357.513,0.0160020040080153
"3224",358.513,0.0159899999999999
"3284",359.514,0.0147752247752252
"3344",360.515,0.0145854145854149
"3403",361.501,0.0137931034482761
"3464",362.517,0.0132578740157478
"3523",363.504,0.0126646403242145
"3583",364.505,0.0113686313686317
"3643",365.505,0.01128
"3703",366.512,0.0106256206554121
"3762",367.501,0.00990899898887782
"3822",368.503,0.0100399201596806
"3882",369.507,0.0085557768924301
"3942",370.508,0.00846153846153864
"4002",371.508,0.00807999999999998
"4062",372.507,0.00738738738738727
"4122",373.504,0.0069207622868605
"4182",374.503,0.0062362362362364
"4243",375.515,0.00583992094861657
"4303",376.511,0.00594377510040176
"4363",377.511,0.00502999999999998
"4423",378.509,0.00470941883767505
"4483",379.503,0.00502012072434627
"4543",380.502,0.00381381381381381
"4603",381.501,0.00441441441441459
"4664",382.516,0.00264039408866985
"4724",383.515,0.00258258258258247
"4784",384.514,0.00269269269269271
"4843",385.502,0.00262145748987864
"4904",386.51,0.00243055555555544
"4964",387.505,0.00206030150753779
"5024",388.507,0.00207584830339328
"5084",389.506,0.00248248248248238
"5144",390.502,0.00243975903614464
"5204",391.5,0.00186372745490981
"5265",392.516,0.00201771653543292
"5325",393.514,0.00175350701402821
"5384",394.501,0.00187436676798376
"5445",395.515,0.00190335305719918
"5505",396.514,0.0017317317317317
"5565",397.513,0.00123123123123127
"5625",398.509,0.00162650602409637
"5685",399.508,0.0017317317317318
"5745",400.511,0.00202392821535394
"5805",401.513,0.00201596806387203
"5865",402.511,0.00161322645290603
"5925",403.51401,0.00171483833660673
"5984",404.50101,0.00173252279635264
"6045",405.51801,0.00176991150442481
"6104",406.502,0.0020427036860129
"6164",407.502,0.00240000000000018
"6225",408.513,0.00195845697329359
"6285",409.515,0.00220558882235544
"6345",410.517,0.0020958083832335
"6404",411.50101,0.00242883710531383
"6464",412.502,0.00248753733803544
"6524",413.506,0.00337649402390451
"6584",414.506,0.00388000000000011
"6644",415.508,0.00258483033932106
"6704",416.509,0.00256743256743259
"6764",417.509,0.00278
"6824",418.50999,0.00447556918650539
"6884",419.511,0.00346649883617572
"6944",420.506,0.0037889447236179
"7004",421.504,0.0038777555110219
"7064",422.504,0.00387000000000004
"7124",423.508,0.00387450199203175
"7184",424.509,0.00385614385614392
"7244",425.507,0.00426853707414849
"7304",426.507,0.00427
"7364",427.509,0.0043512974051895
"7424",428.509,0.00456999999999996
"7484",429.509,0.00486000000000009
"7544",430.509,0.00435999999999992
"7604",431.507,0.00436873747495008
"7664",432.508,0.00435564435564413
"7724",433.51199,0.00445223558003594
"7784",434.506,0.00456735847727888
"7844",435.509,0.00465603190428689
"7904",436.50999,0.00485519335857509
"7964",437.50999,0.00435000000000008
"8024",438.513,0.00484541529994694
"8084",439.509,0.00466867469879531
"8144",440.507,0.00486973947895805
"8204",441.511,0.00484063745019925
"8264",442.507,0.00457831325301199
"8324",443.505,0.0051603206412826
"8384",444.504,0.00486486486486461
"8444",445.502,0.00495991983967942
"8504",446.505,0.00515453639082771
"8564",447.504,0.00535535535535519
"8624",448.508,0.00514940239043805
"8684",449.505,0.00586760280842566
"8744",450.505,0.00617000000000001
"8804",451.505,0.00604999999999989
"8864",452.50301,0.00627248223965693
"8924",453.505,0.0059581432948432
"8984",454.505,0.00636000000000014
"9044",455.509,0.00684262948207151
"9104",456.508,0.00736736736736723
"9164",457.508,0.00706999999999991
"9224",458.508,0.00716000000000006
"9284",459.509,0.007762237762238
"9344",460.508,0.00827827827827808
"9404",461.509,0.00857142857142881
"9464",462.50999,0.00886122738488888
"9524",463.511,0.00907083845316273
"9584",464.50999,0.00887896775743451
"9644",465.513,0.00905275121883136
"9704",466.513,0.00987999999999989
"9764",467.51199,0.0104905955014572
"9824",468.511,0.0103902863835198
"9884",469.507,0.0111345381526098
"9944",470.50999,0.0114557473155264
"10004",471.511,0.010978911299588
"10064",472.513,0.0126646706586819
"10124",473.511,0.0119138276553114
"10184",474.511,0.0124
"10244",475.515,0.012450199203187
"10304",476.51199,0.0128286141285272
"10364",477.50999,0.0129258517034061
"10424",478.509,0.0139137746368906
"10484",479.50999,0.0131869449245248
"10544",480.511,0.0136861769612698
"10604",481.51199,0.014275866891777
"10664",482.51199,0.0141
"10724",483.513,0.0141856724708036
"10784",484.51401,0.0148849661841546
"10844",485.517,0.0146661482168315
"10903",486.50101,0.0146339976219754
"10964",487.513,0.0155041057717958
"11024",488.508,0.0165929648241206
"11084",489.508,0.0159999999999998
"11144",490.511,0.0162612163509484
"11204",491.509,0.0169338677354703
"11264",492.508,0.0174174174174169
"11324",493.511,0.0179561316051858
"11384",494.511,0.0184
"11444",495.511,0.01891
"11504",496.51199,0.019680516288874
"11564",497.513,0.020878912298577
"11624",498.515,0.021067864271458
"11684",499.51401,0.0218216033873536
"11744",500.513,0.0233335669025704
"11804",501.509,0.0245080321285146
"11864",502.51199,0.0247260690535312
"11924",503.51199,0.0375099999999999
"11984",504.513,0.0222874896354668
"12044",505.51401,0.0344651901579421
"12104",506.513,0.0343446881350147
"12164",507.515,0.0390319361277463
"12224",508.51401,0.0353349816318154
"12283",509.502,0.0365489529246237
"12343",510.502,0.0394100000000002
"12403",511.504,0.0428243512974048
"12464",512.51401,0.0429698715854314
"12524",513.513,0.0464569214907032
"12584",514.51601,0.0480653233766356
"12643",515.5,0.0521448388703164
"12704",516.51601,0.0550191435123641
"12764",517.51601,0.0571100000000002
"12824",518.51401,0.059629258517038
"12884",519.515,0.0616389774123618
"12944",520.51401,0.0663757119548355
"13003",521.5,0.068164991531353
"13063",522.504,0.0708266932270903
"13123",523.50301,0.0732825497242271
"13183",524.50301,0.0767000000000002
"13243",525.50301,0.07891
"13304",526.515,0.0831035879801208
"13363",527.502,0.0821783181357675
"13424",528.51601,0.0872871076222046
"13483",529.5,0.0880090244819605
"13544",530.51501,0.0885804080747909
"13604",531.51199,0.0905735320668515
"13664",532.509,0.0915838356686451
"13724",533.50601,0.095886701236693
"13784",534.50201,0.093684738955836
"13844",535.5,0.0935981322458073
"13904",536.50201,0.0935120407980029
"13965",537.51599,0.0917177853606525
"14025",538.51401,0.0950982946233541
"14085",539.509,0.0939707936763161
"14145",540.509,0.0923099999999994
"14205",541.51001,0.0905085863278136
"14265",542.50699,0.0906738349816437
"14325",543.50601,0.0887870112710381
"14385",544.508,0.0878352079362086
"14445",545.50601,0.0875742728028764
"14505",546.50201,0.0865461847389672
"14565",547.5,0.0852713955049585
"14626",548.517,0.0853490658800351
"14686",549.51401,0.082747414770168
"14746",550.51199,0.082065772861181
"14806",551.51599,0.0789741035856562
"14866",552.51401,0.0839662531812993
"14926",553.51401,0.0786999999999995
"14986",554.51199,0.0782580813242763
"15046",555.51199,0.0779899999999998
"15106",556.508,0.0777100631519718
"15166",557.50601,0.0771535355357143
"15226",558.51401,0.0747916666666719
"15286",559.509,0.0763726268605692
"15346",560.51199,0.0753746298567315
"15406",561.509,0.0789259887062288
"15466",562.51099,0.0759388816255666
"15526",563.51001,0.0760645432523894
"15586",564.51099,0.0777138404363696
"15646",565.51001,0.0770655242137319
"15706",566.51199,0.0778358849478029
"15766",567.513,0.0794097961059376
"15826",568.513,0.0806899999999997
"15885",569.505,0.0814415322580578
"15945",570.505,0.0830800000000007
"16005",571.508,0.084935194416746
"16065",572.51099,0.0856239842869853
"16125",573.508,0.0892568780654114
"16185",574.51501,0.0904459737241908
"16245",575.509,0.0941558768196919
"16305",576.505,0.100582329317271
"16365",577.505,0.0992800000000003
"16425",578.508,0.103379860418739
"16485",579.50699,0.107288361244865
"16545",580.50699,0.11119
"16605",581.50601,0.114892594742838
"16665",582.504,0.120321846912298
"16725",583.50201,0.124036833298276
"16785",584.504,0.132117086996864
"16845",585.50699,0.132493843408215
"16905",586.51199,0.135402985074627
"16965",587.51099,0.140320320320318
"17025",588.51001,0.143630758142984
"17085",589.509,0.143925364618257
"17145",590.51001,0.14464390965126
"17205",591.508,0.145672802332678
"17265",592.50601,0.14316489814731
"17325",593.50299,0.141517382495151
"17385",594.504,0.140637955664769
"17445",595.50299,0.131923242474909
"17506",596.51401,0.125002472750287
"17566",597.51501,0.11926073926073
"17626",598.509,0.117697361140461
"17686",599.50601,0.105294831546318
"17746",600.505,0.0982792620546826
"17806",601.50299,0.0908626338941299
"17867",602.51599,0.0867620927936791
"17927",603.51501,0.0787571820383911
"17987",604.51099,0.0720697202755139
"18047",605.51099,0.0675799999999995
"18107",606.50699,0.0624297188755029
"18167",607.50299,0.0592269076305247
"18227",608.505,0.0557679065079169
"18287",609.504,0.0531331331331314
"18347",610.50299,0.0511316429593912
"18407",611.504,0.0484310846045477
"18467",612.50601,0.04818315186475
"18527",613.50699,0.0445363543727184
"18587",614.51001,0.0427508923052388
"18647",615.508,0.0414633413160407
"18707",616.509,0.0408291708291718
"18767",617.51099,0.0392019880437952
"18827",618.51099,0.0384799999999998
"18887",619.513,0.0372052175128011
"18947",620.513,0.0357800000000008
"19007",621.51099,0.0355414382909624
"19067",622.51199,0.0328471528471523
"19127",623.513,0.0252544929621099
"19187",624.513,0.0314700000000006
"19247",625.513,0.0325799999999994
"19307",626.51401,0.0237460165233107
"19367",627.51099,0.0349856566831823
"19427",628.51199,0.0221478521478536
"19487",629.51199,0.0329800000000002
"19547",630.51199,0.0215699999999988
"19607",631.509,0.0238513154331444
"19667",632.509,0.0242699999999996
"19727",633.508,0.0242942942942933
"19787",634.50601,0.0229156020480762
"19847",635.504,0.0230262828284866
"19907",636.50201,0.02211400687368
"19967",637.50299,0.0213490779036531
"20027",638.50201,0.0208904726632109
"20088",639.51599,0.0214698514763593
"20148",640.51401,0.0203001943848825
"20208",641.51199,0.0201106234593888
"20268",642.513,0.0198499515489357
"20328",643.51401,0.019550254243213
"20388",644.51199,0.019399186356441
"20448",645.51501,0.0185140874558817
"20508",646.51401,0.0192792792792802
"20568",647.51199,0.0189081945529971
"20628",648.51001,0.0193082302959867
"20688",649.509,0.01837856234797
"20748",650.509,0.01816
"20808",651.51001,0.0183414751101409
"20868",652.51199,0.0177249046887154
"20928",653.51001,0.0187070399390796
"20988",654.50601,0.0185341365461822
"21048",655.50699,0.0173430038562224
"21108",656.508,0.0178319896904126
"21168",657.505,0.0179137412236707
"21228",658.50601,0.0172425849891601
"21288",659.504,0.0171945610677474
"21348",660.50601,0.0178141934711216
"21408",661.504,0.016893956853277
"21469",662.517,0.0176307996051316
"21528",663.5,0.0176500508647013
"21589",664.51501,0.0163052580762744
"21649",665.51099,0.0169280507640724
"21709",666.513,0.0169159988423277
"21769",667.51199,0.0167669346039492
"21829",668.508,0.0172187026234673
"21889",669.50699,0.0170672379102898
"21949",670.504,0.0160981334189217
"22009",671.504,0.01614
"22069",672.50601,0.0158182054071314
"22129",673.505,0.0164666312976124
"22189",674.50299,0.0162727081433687
"22249",675.50299,0.0159500000000001
"22309",676.50201,0.0165562251005981
"22369",677.50299,0.0158244919978424
"22429",678.50201,0.0153650577566016
"22490",679.51501,0.0163277393879533
"22550",680.51199,0.0154867700455391
"22610",681.51401,0.0149098820382835
"22670",682.51001,0.0155120481927709
"22730",683.513,0.0155933758063392
"22790",684.51199,0.0144545991451363
"22850",685.51099,0.0152552552552553
"22910",686.51099,0.0152400000000004
"22970",687.51199,0.0148251748251747
"23030",688.51001,0.014869441494158
"23090",689.51599,0.0140460048907527
"23150",690.51501,0.0152549498508529
"23210",691.51099,0.0147994939657433
"23270",692.509,0.0145689922946663
"23330",693.513,0.0140737051792839
"23390",694.51199,0.0140541947366847
"23450",695.51199,0.0140399999999996
"23510",696.51199,0.0141299999999998
"23570",697.51099,0.0136536536536539
"23630",698.51001,0.0135432724069586
"23690",699.51001,0.0140399999999996
"23750",700.51099,0.0135167535814909
"23810",701.51099,0.0138299999999987
"23870",702.50601,0.0134067656931522
"23930",703.50699,0.0129173410058144
"23990",704.50601,0.0132429781185551
"24050",705.504,0.012655437429233
"24110",706.50601,0.0126046646241047
"24170",707.50201,0.0130823293172714
"24231",708.517,0.0127390417639575
"24291",709.517,0.0125299999999999
"24350",710.50299,0.0124950557307886
"24411",711.51501,0.0120946226359151
"24471",712.51501,0.012220000000001
"24531",713.51199,0.01296916688399
"24591",714.51199,0.0114300000000007
"24651",715.51599,0.0114741035856562
"24711",716.513,0.0115645780884858
"24771",717.513,0.0119199999999999
"24831",718.51199,0.0116417581757572
"24891",719.51401,0.0108979860681427
"24951",720.51099,0.0111637144175405
"25011",721.508,0.0105615791215723
"25071",722.51099,0.0113759858024509
"25131",723.51199,0.0111188811188828
"25191",724.51001,0.0109416644957002
"25251",725.50601,0.00996987951807201
"25311",726.504,0.0105411877874529
"25371",727.505,0.0101098901098909
"25431",728.50201,0.00924765047491976
"25492",729.51599,0.0117556559300965
"25552",730.51599,0.010110000000001
"25611",731.50101,0.00936021603622207
"25672",732.51501,0.0102761341222866
"25732",733.51401,0.00932932932933083
"25792",734.51001,0.00925702811245087
"25852",735.509,0.00942952381905544
"25912",736.51401,0.00986059840200765
"25972",737.51401,0.00891999999999982
"26032",738.51599,0.00959100980059336
"26092",739.51401,0.00903789503216508
"26152",740.51501,0.00820179820179751
"26212",741.51401,0.00862862862862815
"26272",742.51099,0.00893698970892107
"26332",743.509,0.00803599162333039
"26392",744.51099,0.00859290012874488
"26452",745.508,0.00853552120841211
"26512",746.50699,0.00812820949158694
"26572",747.508,0.00790201896084978
"26632",748.50601,0.00832656987404899
"26692",749.504,0.00772552831190669
"26753",750.517,0.0081046396841064
"26813",751.51199,0.00764831807354879
"26873",752.51001,0.00752489930061515
"26933",753.51099,0.0073028432136508
"26993",754.513,0.0072853564335698
"27053",755.51099,0.00702411847813985
"27113",756.513,0.00729533637388938
"27173",757.508,0.00734673366834121
"27233",758.50699,0.00681688505390465
"27293",759.50699,0.00680000000000014
"27353",760.504,0.00693072286135466
"27413",761.50201,0.00682357892205528
"27473",762.50601,0.00677290836653311
"27533",763.509,0.00648062293741825
"27593",764.50601,0.00652952327458941
"27653",765.505,0.0067067738415808
"27713",766.50299,0.00672351426367025
"27773",767.50601,0.00588223564834185
"27833",768.50299,0.00621878071776808
"27893",769.50101,0.006011903569067
"27954",770.51401,0.00582428430404765
"28014",771.51501,0.00579420579420419
"28074",772.513,0.00621248709906985
"28134",773.513,0.00619999999999976
"28194",774.51099,0.00581168147977462
"28254",775.509,0.00551096682397921
"28314",776.504,0.00533668341708511
"28374",777.504,0.00529000000000046
"28434",778.504,0.00570000000000093
"28494",779.504,0.00559999999999938
"28554",780.50299,0.00550556061622236
"28614",781.504,0.00558435979660483
"28674",782.50299,0.00490495400354491
"28734",783.50201,0.00520510099897946
"28794",784.504,0.0050798910168751
"28854",785.5,0.00502008032128602
"28915",786.51398,0.00522692755281205
"28975",787.513,0.00459450261255845
"29035",788.51398,0.00509500689324561
"29095",789.51099,0.00490466494819449
"29155",790.51099,0.00490000000000101
"29215",791.50897,0.00459929056694562
"29275",792.51001,0.00438543914329003
"29335",793.51398,0.00468141478331005
"29395",794.51398,0.00499000000000116
"29455",795.513,0.0045044143260393
"29515",796.508,0.0045125628140691
"29575",797.50403,0.0051203277009739
"29635",798.505,0.00437575551714752
"29695",799.50897,0.00437264061675236
"29755",800.50598,0.00421259566102537
"29815",801.50403,0.00429838184459832
"29875",802.50098,0.00390190079743201
"29936",803.51501,0.00423064406378462
"29996",804.51398,0.00489504189314963
"30056",805.51398,0.00449000000000055
"30116",806.51398,0.00357999999999947
"30176",807.51202,0.00299587190894184
"30236",808.513,0.00458550620392035
"30296",809.513,0.00418999999999947
"30356",810.51398,0.00337669084297412
"30416",811.51001,0.00460829493087581
"30476",812.50702,0.0040019658779749
"30536",813.51001,0.00456634662359635
"30596",814.51001,0.00348999999999933
"30656",815.50897,0.00309321694562367
"30716",816.508,0.00428415563096139
"30776",817.508,0.00388000000000055
"30836",818.508,0.00358999999999909
"30896",819.5,0.00432459677419474
"30957",820.51501,0.00372410124038103
"31017",821.51599,0.00326679853743378
"31076",822.50098,0.0041523264195571
"31136",823.50098,0.00277999999999956
"31196",824.50098,0.00358000000000125
"31256",825.50201,0.00417569902999889
"31316",826.50403,0.00347298457116629
"31376",827.50598,0.0035730325864556
"31436",828.50299,0.00349043640485045
"31496",829.50403,0.00327659234396249
"31557",830.51703,0.00372161895360418
"31617",831.51202,0.00370857998572724
"31677",832.505,0.00319241072327823
"31737",833.505,0.00226999999999933
"31797",834.51202,0.00275069015511103
"31857",835.51501,0.00207379933997476
"31917",836.51202,0.00479433506183311
"31977",837.51001,0.00397799577150158
"32037",838.51001,0.00247000000000064
"32097",839.51202,0.0021756269897497
"32157",840.513,0.00326679853743378
"32217",841.513,0.00436999999999976
"32276",842.50299,0.00239396357539072
"32337",843.51599,0.00263573543928757
"32397",844.51501,0.00277271726291767
"32457",845.513,0.00267537750879265
"32517",846.50897,0.00388565920660376
"32577",847.508,0.00387375754481739
"32637",848.50897,0.00266741260976886
"32697",849.50897,0.00225999999999971
"32757",850.505,0.00268064214933297
"32817",851.50098,0.0024799694772993
"32877",852.50201,0.00265726301909085
"32937",853.50598,0.00264948155821272
"32997",854.50598,0.00297000000000125
"33057",855.505,0.00416408079918214
"33117",856.50702,0.00356280313766172
"33177",857.50403,0.00196587797514623
"33237",858.50598,0.00225560157692453
"33296",859.50403,0.00235459145333404
"33356",860.50201,0.00257520190785402
"33417",861.50897,0.0028501628664494
"33477",862.50403,0.0026732056358417
"33538",863.51599,0.00271749871536481
"33598",864.51501,0.00285279573982379
"33658",865.51599,0.00385622090351576
"33717",866.505,0.00308389197278084
"33777",867.50897,0.00215145870892555
"33837",868.50299,0.00207239290959962
"33897",869.50299,0.00214999999999854
"33958",870.51599,0.00251727541954697
"34018",871.51202,0.00236940654397903
"34078",872.51599,0.00263952110122733
"34138",873.51398,0.00255513582300551
"34198",874.51703,0.00353920542345718
"34258",875.51202,0.00336686800872468
"34318",876.51099,0.00225231988948629
"34378",877.50897,0.00185374456401859
"34438",878.51099,0.00203588750723628
"34498",879.51599,0.00233830845771131
"34557",880.50299,0.00287740628166075
"34617",881.50299,0.0024500000000014
"34677",882.50098,0.00225453160853129
"34738",883.51001,0.00232896940626321
"34798",884.51099,0.00283721952486462
"34858",885.513,0.00273450364766737
"34918",886.51501,0.00253490484127077
"34978",887.51398,0.00224230957886495
"35038",888.50897,0.0020603222142941
"35098",889.50897,0.00224000000000046
"35158",890.51099,0.00253487954332221
"35218",891.513,0.00222552669134936
"35278",892.513,0.0021400000000007
"35338",893.51398,0.00133868808567694
"35398",894.51001,0.00366454825657714
"35458",895.50702,0.00223668769621242
"35518",896.50598,0.00194201970048787
"35578",897.51099,0.00211938189669868
"35638",898.513,0.00222552669134936
"35697",899.50403,0.00236117978265082
"35758",900.51501,0.0021167579971915
"35818",901.513,0.00213428992274386
"35878",902.51001,0.00194581799580698
"35938",903.51202,0.00182632907855203
"35998",904.51599,0.00171319860155248
"36057",905.50403,0.00196348325978652
"36118",906.51703,0.00190523198420679
"36178",907.51501,0.0021343113088432
"36238",908.51099,0.00213859716058478
"36298",909.51099,0.00192999999999977
"36358",910.51202,0.00212780835739293
"36418",911.51001,0.00193388711309717
"36478",912.51099,0.00212791464364847
"36538",913.51099,0.00172000000000061
"36598",914.50897,0.00163329926451481
"36658",915.50702,0.00193377085316337
"36718",916.50598,0.00203211339793336
"36778",917.50299,0.00192575801646952
"36838",918.508,0.0019104287519527
"36898",919.50403,0.00203809122215167
"36958",920.50299,0.00223232161447988
"37019",921.513,0.00160394451539979
"37079",922.51501,0.00211574734783246
"37138",923.50299,0.00214579242494756
"37198",924.508,0.00181092725445364
"37258",925.505,0.00173520561685086
"37318",926.50201,0.00162485832639669
"37378",927.50098,0.00222228895762583
"37438",928.50201,0.00221771575277583
"37498",929.50299,0.00131870766648672
"37558",930.50201,0.00172168725350712
"37619",931.51703,0.00228566924789771
"37679",932.50897,0.00223803859104325
"37739",933.51099,0.00181633101135741
"37799",934.513,0.00190616860111221
"37858",935.50201,0.00153689042577859
"37918",936.505,0.00161517063978618
"37978",937.50403,0.00202196130246518
"38038",938.50403,0.00150999999999968
"38098",939.505,0.00141862393478272
"38158",940.50299,0.00152306135331953
"38219",941.513,0.00208908822684913
"38279",942.51099,0.00182366556779171
"38339",943.50897,0.00171346119160806
"38399",944.51001,0.00170822344761371
"38459",945.51202,0.00190616860111221
"38519",946.51099,0.00152156721422998
"38579",947.50897,0.00151305637387493
"38639",948.508,0.00131127193377583
"38699",949.51001,0.00180636919791308
"38759",950.51099,0.00160842374472957
"38819",951.51001,0.00162158915737511
"38879",952.508,0.00161324261766083
"38939",953.50702,0.00151148125162631
"38999",954.50403,0.00171512823341903
"39059",955.505,0.00190814909537613
"39119",956.50598,0.00180822793662282
"39179",957.50598,0.00170999999999921
"39239",958.50702,0.00180811955566289
"39299",959.508,0.00150852164878383
"39359",960.51099,0.00170490234199672
"39419",961.50702,0.00181721434093423
"39479",962.50598,0.00181188435973486
"39539",963.50702,0.00149844162071453
"39599",964.51001,0.00130609477661812
"39659",965.51099,0.00120881536094484
"39719",966.51599,0.00119402985074703
"39779",967.513,0.00171512823341705
"39839",968.51501,0.00140717158511393
"39899",969.51398,0.00140144348679171
"39959",970.51501,0.00170824051227332
"40019",971.51001,0.0018190954773859
"40079",972.51398,0.00179288225743913
"40139",973.51099,0.00131392864665358
"40199",974.50897,0.00150303613298694
"40259",975.51001,0.00160832733956809
"40319",976.51099,0.00129872724729636
"40379",977.513,0.000898194628797535
"40439",978.51001,0.00191572802679901
"40499",979.50702,0.00191572802680057
"40559",980.51099,0.0015936731177225
"40619",981.51501,0.000896396486125483
"40679",982.513,0.00161324261766261
"40739",983.50897,0.00181732381497343
"40799",984.50702,0.00200390761985932
"40859",985.505,0.00161325878274061
"40919",986.50702,0.00149697610826135
"40979",987.508,0.00159843353513535
"41039",988.51202,0.00120515527579173
"41099",989.51099,0.00151155690361042
"41159",990.51398,0.00098704872431417
"41219",991.513,0.00151148125162792
"41279",992.51001,0.00131392864665195
"41339",993.513,0.00109672080479458
"41399",994.51099,0.00130261826270862
"41459",995.51099,0.00169999999999959
"41519",996.51202,0.00160834340629094
"41579",997.51001,0.00170342388200249
"41639",998.50897,0.00170176984063561
"41699",999.51202,0.00129604705647645
"41759",1000.51001,0.00150302107235555
"41819",1001.50702,0.00191572802680057
"41879",1002.51099,0.0015936731177225
"41939",1003.50702,0.0014055801532085
"41999",1004.51099,0.000996045698576117
"42059",1005.508,0.00110329886360311
"42119",1006.50098,0.00140989748031031
"42179",1007.50299,0.00119759283839567
"42239",1008.50702,0.00118522354909643
"42299",1009.50403,0.00111332885327197
"42359",1010.50098,0.00179547620241696
"42419",1011.5,0.00160156953814725
"42480",1012.51202,0.00128455959368443
"42539",1013.5,0.00120447782343708
"42599",1014.50598,0.00109346110260737
"42659",1015.50403,0.0011021491909216
"42719",1016.50201,0.00139281348323667
"42780",1017.51398,0.00158107453778271
"42840",1018.51202,0.00169331890505377
"42899",1019.5,0.00120447782343708
"42959",1020.50098,0.000899118863515186
"43020",1021.51398,0.00117472852912088
"43080",1022.51202,0.00169331890505377
"43140",1023.513,0.00188814961337834
"43200",1024.513,0.00188999999999972
"43259",1025.50098,0.00121459948582018
"43320",1026.51202,0.00117700585535612
"43380",1027.50598,0.00119723127691395
"43440",1028.50201,0.00199793178920191
"43500",1029.50299,0.00138863913364997
"43560",1030.51001,0.00107247125181224
"43620",1031.50897,0.00139144710498822
"43680",1032.50598,0.00119356877062525
"43740",1033.50098,0.000984924623115665
"43800",1034.50098,0.000890000000000057
"43860",1035.50299,0.00137723176415342
"43920",1036.505,0.0014770311673542
"43980",1037.50897,0.00147414763389285
"44040",1038.50702,0.0011923250338169
"44100",1039.50598,0.00128133258588896
"44160",1040.50702,0.00157835850715121
"44220",1041.505,0.00128259083348479
"44280",1042.50403,0.00128124280552093
"44340",1043.50201,0.00148299565121613
"44400",1044.50403,0.00117762120516542
"44460",1045.50098,0.00118361001053189
"44520",1046.50299,0.00166665003343187
"44581",1047.51202,0.00156586028165696
"44641",1048.51001,0.00147296065090797
"44701",1049.51398,0.00136458260705146
"44761",1050.50897,0.00118594156725177
"44821",1051.51001,0.000869096140013335
"44881",1052.508,0.00077155081714345
"44941",1053.505,0.00137412236710085
"45001",1054.505,0.00126999999999988
"45061",1055.51099,0.00105368840644624
"45121",1056.50897,0.00137277300146278
"45181",1057.50897,0.00146999999999942
"45241",1058.51001,0.00126868057220466
"45300",1059.5,0.00127274012868839
"45360",1060.50598,0.00075548221634597
"45420",1061.50598,0.00107000000000035
"45480",1062.50897,0.00115654193960114
"45540",1063.50897,0.00165999999999933
"45600",1064.50897,0.00116000000000049
"45660",1065.51398,0.00094526422622609
"45720",1066.513,0.00146143220355932
"45780",1067.51001,0.00136407859499901
"45840",1068.51099,0.00135866850486522
"45900",1069.50598,0.000753776419863608
"45960",1070.50299,0.000661979318161154
"46021",1071.51501,0.00143277800833976
